Release Date,Release Type,Inmate Type,Gender,Race,Age,County,Offense Code,Offense,Offense Description,Sentence Date,Offense Date,Sentence (Years)
03/31/2022,Discharge,J1,F,White,36,Harris,23990194,Property,"THEFT PROP >=$2,500<$30K",09/30/2021,08/16/2019,7 to 8 Months
02/28/2022,Discharge,J1,M,Black,38,Nacogdoches,23990196,Property,"THEFT PROP <$2,500 2/MORE PREV CONV",05/15/2020,07/08/2019,17 to 18 Months
06/08/2022,SAFPF - Prob,FT,M,Black,30,Dallas,23990198,Property,THEFT PROP >=$30K<$150K,,05/14/2020,SAFPF
08/05/2022,DMS,MD,M,Black,36,Bexar,23990194,Property,"THEFT PROP >=$2,500<$30K",05/05/2016,09/07/2015,7 Years
09/21/2021,DMS,G2,M,White,54,Dallas,23990013,Property,THEFT PROP>=$200K,10/08/2004,01/11/2004,11 to 15 Years
02/10/2022,DMS,G2,M,White,55,Dallas,23990013,Property,THEFT PROP>=$200K,10/08/2004,01/11/2004,11 to 15 Years
07/20/2022,DMS,G2,M,White,55,Dallas,23990013,Property,THEFT PROP>=$200K,10/08/2004,01/11/2004,11 to 15 Years
10/20/2021,Discharge,J2,M,White,43,Harris,23990196,Property,"THEFT PROP <$2,500  2/MORE PREV CONV",09/08/2021,04/26/2021,6 Months & Less
05/18/2022,Discharge,J2,M,Hispanic,33,Dallas,23990196,Property,"THEFT PROP <$2,500 2/MORE PREV CONV",01/04/2022,10/15/2021,8 to 9 Months
02/08/2022,Discharge,J1,F,White,31,San Patricio,23990196,Property,"THEFT PROP <$2,500 2/MORE PREV CONV",11/03/2020,11/03/2019,19 to 20 Months
09/10/2021,Parole,G2,M,White,58,Taylor,23990197,Property,THEFT OF MATERIAL ALUM/BRNZ/COPPER/BRASS <$20K,11/24/2020,02/21/2019,6 Years
12/21/2021,Discharge,J2,M,Hispanic,30,Bexar,23990194,Property,"THEFT PROP >=$2,500<$30K",07/26/2021,05/29/2020,6 to 7 Months
03/25/2022,DMS,G2,M,Black,49,Comal,23990196,Property,"THEFT PROP <$2,500 2/MORE PREV CONV",05/21/2018,05/03/2017,6 Years
12/23/2021,Discharge,J2,F,White,34,Dallas,23990196,Property,"THEFT PROP <$2,500 2/MORE PREV CONV",11/09/2021,06/30/2021,6 Months & Less
10/08/2021,Discharge,J2,M,White,41,Guadalupe,23990194,Property,"THEFT PROP >=$2,500<$30K",02/10/2021,09/21/2020,14 to 15 Months
07/29/2022,Discharge,J2,M,White,36,Robertson,23990008,Property,THEFT OF FIREARM,04/04/2022,03/04/2021,7 to 8 Months
08/04/2022,SAFPF - Prob,FT,M,White,35,Wood,23990196,Property,"THEFT PROP <$2,500 2/MORE PREV CONV",,03/16/2019,SAFPF
06/16/2022,DMS,G2,F,White,37,Dallas,23990196,Property,"THEFT PROP <$2,500 2/MORE PREV CONV",04/12/2022,01/28/2021,2 Years & Less
11/04/2021,Parole,G2,M,White,41,Liberty,23990196,Property,"THEFT PROP <$2,500  2/MORE PREV CONV",05/20/2021,07/23/2019,3 Years
04/22/2022,Discharge,P4,M,Hispanic,35,Bexar,23990013,Property,THEFT PROP>=$200K,03/31/2017,06/18/2013,7 Years
12/20/2021,Discharge,J2,M,Hispanic,37,Tarrant,23990196,Property,"THEFT PROP <$2,500 2/MORE PREV CONV",09/20/2021,02/27/2021,6 Months & Less
12/01/2021,DMS,G1,M,Black,32,Harris,23990202,Property,THEFT PROP <$300K ATM,02/18/2019,08/21/2017,10 Years
11/08/2021,Discharge,J2,M,Black,32,Harris,23990194,Property,"THEFT PROP >=$2,500<$30K",03/17/2021,07/27/2020,11 to 12 Months
03/18/2022,Discharge,J2,F,Hispanic,34,Harris,23990196,Property,"THEFT PROP <$2,500 2/MORE PREV CONV",02/28/2022,05/10/2020,6 Months & Less
03/04/2022,Discharge,J2,M,White,34,Harris,23990194,Property,"THEFT PROP >=$2,500<$30K",06/17/2021,08/04/2020,11 to 12 Months
02/18/2022,DMS,G2,M,White,33,Karnes,23990198,Property,THEFT PROP >=$30K<$150K,07/22/2019,10/22/2018,4 Years
10/27/2021,Discharge,J2,M,White,34,Tarrant,23990196,Property,"THEFT PROP <$2,500  2/MORE PREV CONV",07/23/2021,05/23/2021,6 Months & Less
08/17/2022,DMS,1A,M,White,37,Dallas,23990010,Property,THEFT PROP >=$20K<$100K,06/29/2015,04/28/2015,9 Years
09/24/2021,Discharge,J2,M,Hispanic,40,Brazos,23990196,Property,"THEFT PROP <$2,500  2/MORE PREV CONV",08/02/2021,03/03/2021,6 to 7 Months
08/17/2022,Discharge,J2,M,Hispanic,41,Montgomery,23990196,Property,"THEFT PROP <$2,500 2/MORE PREV CONV",03/29/2022,02/21/2022,6 Months & Less
11/08/2021,Discharge,J2,M,Hispanic,31,Taylor,23990196,Property,"THEFT PROP <$2,500  2/MORE PREV CONV",05/14/2021,07/04/2019,6 to 7 Months
10/25/2021,Discharge,J2,F,Hispanic,48,Colorado,23990196,Property,"THEFT PROP <$2,500  2/MORE PREV CONV",05/03/2021,10/07/2020,6 Months & Less
04/18/2022,SAFPF - Prob,FT,M,Black,35,Johnson,23990008,Property,THEFT OF FIREARM,,04/02/2020,SAFPF
10/20/2021,Discharge,J2,F,Hispanic,30,Tom Green,23990196,Property,"THEFT PROP <$2,500  2/MORE PREV CONV",08/25/2021,03/08/2021,6 Months & Less
02/15/2022,Discharge,G2,M,Hispanic,34,Harris,23990198,Property,THEFT PROP >=$30K<$150K,07/01/2021,01/15/2018,4 Years
07/06/2022,Discharge,J2,M,Black,35,Angelina,23990194,Property,"THEFT PROP >=$2,500<$30K",12/07/2021,03/23/2020,14 to 15 Months
03/30/2022,Discharge,J2,M,White,37,Ector,23990196,Property,"THEFT PROP <$2,500 2/MORE PREV CONV",01/05/2022,11/25/2019,6 Months & Less
09/27/2021,DMS,G2,F,White,42,Bexar,23990209,Property,THEFT PROP <$2500 2+ CONV ENH IAT,06/24/2019,05/23/2018,6 Years
09/02/2021,Discharge,J2,M,White,45,Taylor,23990194,Property,"THEFT PROP >=$2,500<$30K",07/01/2020,02/21/2020,19 to 20 Months
08/26/2022,Discharge,J2,M,White,33,Travis,23990194,Property,"THEFT PROP >=$2,500<$30K",04/15/2022,03/29/2022,6 Months & Less
03/24/2022,Discharge,J2,M,Black,44,Polk,23990194,Property,"THEFT PROP >=$2,500<$30K",07/23/2020,04/02/2020,15 to 16 Months
12/22/2021,Discharge,J2,F,Black,36,Ellis,23990196,Property,"THEFT PROP <$2,500 2/MORE PREV CONV",08/19/2021,12/16/2020,8 to 9 Months
10/01/2021,Parole,G1,M,White,40,Grayson,23990196,Property,"THEFT PROP <$2,500  2/MORE PREV CONV",02/07/2019,06/23/2018,7 Years
11/30/2021,Parole,G1,M,Black,36,Dallas,23990177,Property,THEFT PROP >$200K ATM,10/26/2015,05/22/2015,16 to 20 Years
11/24/2021,Discharge,J4,M,Hispanic,34,Bexar,23990196,Property,"THEFT PROP <$2,500  2/MORE PREV CONV",04/19/2021,11/06/2019,9 to 10 Months
01/13/2022,Discharge,J2,M,White,33,Montgomery,23990196,Property,"THEFT PROP <$2,500 2/MORE PREV CONV",10/26/2021,05/02/2021,6 Months & Less
06/15/2022,Discharge,J2,M,Hispanic,34,Matagorda,23990196,Property,"THEFT PROP <$2,500 2/MORE PREV CONV",05/26/2020,02/10/2020,6 Months & Less
07/29/2022,Discharge,J2,M,Hispanic,34,Hidalgo,23990196,Property,"THEFT PROP <$2,500 2/MORE PREV CONV",10/12/2021,06/03/2021,11 to 12 Months
03/11/2022,Discharge,G4,M,White,33,Dallas,23990132,Property,THEFT FROM PERSON,06/07/2017,02/21/2017,5 Years
01/06/2022,Discharge,J2,M,White,32,Montgomery,23990197,Property,THEFT OF MATERIAL ALUM/BRNZ/COPPER/BRASS <$20K,10/05/2021,07/13/2021,6 Months & Less
04/15/2022,Discharge,J2,M,White,35,Midland,23990196,Property,"THEFT PROP <$2,500 2/MORE PREV CONV",02/17/2022,12/08/2019,9 to 10 Months
10/13/2021,DMS,G2,M,Black,32,Travis,23990168,Property,THEFT FROM PERSON ENH IAT,04/04/2017,11/03/2015,10 Years
11/18/2021,Discharge,J2,M,Hispanic,40,Bexar,23990196,Property,"THEFT PROP <$2,500  2/MORE PREV CONV",03/08/2021,01/31/2021,11 to 12 Months
01/07/2022,Discharge,J2,M,Black,36,Harris,23990196,Property,"THEFT PROP <$2,500 2/MORE PREV CONV",09/28/2021,07/16/2021,6 Months & Less
05/31/2022,Discharge,J2,M,Hispanic,32,Hidalgo,23990194,Property,"THEFT PROP >=$2,500<$30K",11/01/2021,05/27/2021,11 to 12 Months
09/20/2021,Discharge,J2,F,Black,42,Smith,23990196,Property,"THEFT PROP <$2,500  2/MORE PREV CONV",03/22/2021,11/01/2018,11 to 12 Months
12/16/2021,Discharge,J4,M,Hispanic,32,Nueces,23990196,Property,"THEFT PROP <$2,500 2/MORE PREV CONV",03/01/2021,08/19/2020,15 to 16 Months
01/21/2022,DMS,G2,F,White,38,Tarrant,23990196,Property,"THEFT PROP <$2,500 2/MORE PREV CONV",01/31/2020,01/13/2020,2 Years & Less
08/05/2022,Discharge,J2,M,White,37,Gillespie,23990194,Property,"THEFT PROP >=$2,500<$30K",02/10/2022,07/23/2018,11 to 12 Months
06/22/2022,Parole,G2,M,Black,32,Tarrant,23990194,Property,"THEFT PROP >=$2,500<$30K",08/29/2017,10/24/2016,7 Years
01/03/2022,Discharge,J2,M,White,42,Rusk,23990008,Property,THEFT OF FIREARM,10/14/2021,06/23/2020,17 to 18 Months
10/01/2021,Discharge,J2,F,White,36,Travis,23990132,Property,THEFT FROM PERSON,07/20/2021,04/25/2019,11 to 12 Months
05/27/2022,Discharge,J2,M,White,44,Taylor,23990196,Property,"THEFT PROP <$2,500 2/MORE PREV CONV",08/26/2021,02/24/2020,19 to 20 Months
10/21/2021,DMS,G2,F,White,35,Tarrant,23990196,Property,"THEFT PROP <$2,500  2/MORE PREV CONV",11/05/2019,06/08/2019,3 Years
02/18/2022,Discharge,J2,M,Black,37,McLennan,23990196,Property,"THEFT PROP <$2,500 2/MORE PREV CONV",02/11/2021,07/10/2020,17 to 18 Months
11/19/2021,Discharge,J2,M,Black,33,Harris,23990196,Property,"THEFT PROP <$2,500  2/MORE PREV CONV",08/25/2021,03/03/2021,6 Months & Less
09/03/2021,Discharge,J2,M,Hispanic,31,Harris,23990194,Property,"THEFT PROP >=$2,500<$30K",04/26/2021,02/03/2021,8 to 9 Months
01/31/2022,Discharge,J2,M,White,35,Lubbock,23990196,Property,"THEFT PROP <$2,500 2/MORE PREV CONV",11/04/2021,03/03/2020,11 to 12 Months
03/04/2022,Discharge,J2,M,White,41,Brazoria,23990196,Property,"THEFT PROP <$2,500 2/MORE PREV CONV",09/13/2021,12/17/2018,13 to 14 Months
11/05/2021,Discharge,J2,M,Hispanic,37,Cameron,23990194,Property,"THEFT PROP >=$2,500<$30K",06/07/2018,06/12/2017,11 to 12 Months
12/09/2021,Discharge,G5,M,White,34,Tarrant,23990010,Property,THEFT PROP >=$20K<$100K,01/20/2015,11/11/2014,6 Years
07/07/2022,DMS,G2,M,Hispanic,33,Denton,23990209,Property,THEFT PROP <$2500 2+ CONV ENH IAT,04/28/2022,11/10/2019,2 Years & Less
08/19/2022,Discharge,J4,M,Hispanic,28,Webb,23990196,Property,"THEFT PROP <$2,500 2/MORE PREV CONV",01/21/2022,12/26/2020,17 to 18 Months
03/14/2022,Parole,IT,M,Hispanic,33,El Paso,23990194,Property,"THEFT PROP >=$2,500<$30K",05/01/2019,08/19/2018,10 Years
08/19/2022,DMS,G2,F,Black,46,Smith,23990198,Property,THEFT PROP >=$30K<$150K,04/13/2021,03/03/2020,4 Years
03/31/2022,Discharge,J2,M,Hispanic,30,Harris,23990196,Property,"THEFT PROP <$2,500 2/MORE PREV CONV",10/08/2021,01/15/2021,9 to 10 Months
11/24/2021,Discharge,J2,M,White,34,Dallas,23990194,Property,"THEFT PROP >=$2,500<$30K",09/21/2021,08/27/2020,6 Months & Less
06/16/2022,DMS,G2,M,White,34,Waller,23990198,Property,THEFT PROP >=$30K<$150K,11/19/2020,02/05/2018,6 Years
03/25/2022,Discharge,J2,M,Hispanic,32,Tarrant,23990196,Property,"THEFT PROP <$2,500 2/MORE PREV CONV",11/05/2021,07/21/2021,8 to 9 Months
01/28/2022,Discharge,J2,M,Hispanic,36,Nueces,23990194,Property,"THEFT PROP >=$2,500<$30K",07/01/2021,02/17/2021,8 to 9 Months
07/21/2022,Discharge,J2,M,White,44,Titus,23990194,Property,"THEFT PROP >=$2,500<$30K",11/10/2021,11/03/2021,11 to 12 Months
07/26/2022,Discharge,J2,M,Black,36,Fort Bend,23990196,Property,"THEFT PROP <$2,500 2/MORE PREV CONV",03/03/2022,01/18/2020,11 to 12 Months
02/16/2022,Discharge,J2,M,White,36,Tom Green,23990196,Property,"THEFT PROP <$2,500 2/MORE PREV CONV",09/28/2021,04/30/2021,9 to 10 Months
07/13/2022,Parole,G2,M,White,36,Knox,23990198,Property,THEFT PROP >=$30K<$150K,11/30/2021,06/05/2019,2 Years & Less
09/27/2021,Parole,G2,M,White,39,Burnet,23990215,Property,THEFT <10 HEAD LIVESTOCK <$30K ENH IAT,12/12/2019,11/08/2018,5 Years
03/09/2022,DMS,G2,M,White,34,Brazos,23990196,Property,"THEFT PROP <$2,500 2/MORE PREV CONV",12/15/2021,02/10/2018,5 Years
07/06/2022,Discharge,J2,M,Hispanic,34,Dallas,23990194,Property,"THEFT PROP >=$2,500<$30K",10/20/2021,01/18/2021,9 to 10 Months
02/18/2022,DMS,G2,M,White,34,Hill,23990196,Property,"THEFT PROP <$2,500 2/MORE PREV CONV",10/23/2017,06/22/2017,5 Years
04/15/2022,Discharge,J2,M,White,34,Hood,23990194,Property,"THEFT PROP >=$2,500<$30K",11/06/2018,12/09/2016,11 to 12 Months
03/23/2022,Discharge,J2,M,White,34,Dallas,23990194,Property,"THEFT PROP >=$2,500<$30K",11/16/2021,09/21/2021,6 Months & Less
11/17/2021,SAFPF - Prl,FT,M,Black,32,Galveston,23990194,Property,"THEFT PROP >=$2,500<$30K",09/10/2019,12/20/2018,SAFPF
12/23/2021,DMS,G2,M,Hispanic,32,Tom Green,23990196,Property,"THEFT PROP <$2,500 2/MORE PREV CONV",10/14/2021,10/29/2020,2 Years & Less
03/18/2022,Discharge,J2,F,Black,32,Collin,23990196,Property,"THEFT PROP <$2,500 2/MORE PREV CONV",04/20/2021,12/08/2020,14 to 15 Months
09/03/2021,Parole,G1,F,White,56,Nacogdoches,23990013,Property,THEFT PROP>=$200K,07/05/2019,02/01/2004,8 Years
08/08/2022,Discharge,PJ,M,Black,33,Lamar,23990180,Property,"THEFT OF SERV >=$2,500<$30K",10/29/2021,10/06/2018,11 to 12 Months
08/11/2022,Discharge,J2,F,Black,31,Fort Bend,23990196,Property,"THEFT PROP <$2,500 2/MORE PREV CONV",03/23/2022,04/23/2019,6 Months & Less
02/17/2022,Discharge,J2,F,Black,33,Tarrant,23990196,Property,"THEFT PROP <$2,500 2/MORE PREV CONV",10/28/2021,09/27/2021,6 Months & Less
11/19/2021,Discharge,J2,F,White,38,Taylor,23990196,Property,"THEFT PROP <$2,500  2/MORE PREV CONV",12/08/2020,12/22/2019,11 to 12 Months
08/30/2022,Discharge,J2,M,Hispanic,38,Hidalgo,23990194,Property,"THEFT PROP >=$2,500<$30K",12/17/2018,11/21/2017,11 to 12 Months
05/20/2022,Discharge,J2,M,White,32,Tarrant,23990196,Property,"THEFT PROP <$2,500 2/MORE PREV CONV",12/17/2021,11/23/2021,6 Months & Less
01/19/2022,Discharge,RP,M,Hispanic,34,Fort Bend,23990196,Property,"THEFT PROP <$2,500 2/MORE PREV CONV",04/25/2019,01/19/2019,3 Years
11/17/2021,Parole,IT,F,Hispanic,41,Dallas,23990194,Property,"THEFT PROP >=$2,500<$30K",02/25/2021,08/04/2016,5 Years
08/29/2022,DMS,G1,M,White,31,Comal,23990196,Property,"THEFT PROP <$2,500 2/MORE PREV CONV",10/22/2020,02/13/2020,4 Years
10/04/2021,DMS,G2,M,Black,34,Harris,23990202,Property,THEFT PROP <$300K ATM,11/06/2018,10/24/2017,6 Years
12/17/2021,Discharge,J2,M,Black,34,Rockwall,23990196,Property,"THEFT PROP <$2,500 2/MORE PREV CONV",07/15/2021,10/30/2018,11 to 12 Months
09/15/2021,DMS,G2,M,White,32,Dallas,23990194,Property,"THEFT PROP >=$2,500<$30K",03/18/2021,10/01/2019,2 Years & Less
12/23/2021,Discharge,J2,M,White,34,Collin,23990194,Property,"THEFT PROP >=$2,500<$30K",07/08/2021,08/11/2019,11 to 12 Months
11/22/2021,Parole,G2,M,White,47,Tarrant,23990196,Property,"THEFT PROP <$2,500  2/MORE PREV CONV",03/19/2021,12/27/2020,2 Years & Less
06/16/2022,Parole,G1,F,White,36,Hardin,23990010,Property,THEFT PROP >=$20K<$100K,06/24/2020,02/01/2014,6 Years
09/23/2021,DMS,G2,M,Black,30,Brazos,23990196,Property,"THEFT PROP <$2,500  2/MORE PREV CONV",05/14/2020,11/29/2019,4 Years
07/01/2022,Discharge,J2,M,Hispanic,28,Cameron,23990196,Property,"THEFT PROP <$2,500 2/MORE PREV CONV",04/15/2021,10/14/2019,17 to 18 Months
06/10/2022,Discharge,J2,F,White,52,Nacogdoches,23990196,Property,"THEFT PROP <$2,500 2/MORE PREV CONV",04/20/2021,02/17/2020,14 to 15 Months
08/30/2022,Discharge,J2,M,Black,40,Montgomery,23990196,Property,"THEFT PROP <$2,500 2/MORE PREV CONV",05/19/2022,10/21/2021,6 Months & Less
10/08/2021,Discharge,J2,M,Hispanic,31,Bexar,23990196,Property,"THEFT PROP <$2,500  2/MORE PREV CONV",05/24/2021,08/02/2020,6 to 7 Months
08/15/2022,DMS,G2,M,White,40,Dallas,23990194,Property,"THEFT PROP >=$2,500<$30K",06/22/2021,08/08/2020,2 Years & Less
09/08/2021,Parole,CP,F,White,60,Johnson,23990011,Property,THEFT PROP>=$100K<$200K,06/24/2008,01/29/2002,10 Years
05/18/2022,Discharge,J2,M,White,30,Ellis,23990194,Property,"THEFT PROP >=$2,500<$30K",01/12/2022,12/16/2020,11 to 12 Months
02/05/2022,Discharge,J2,M,Black,33,Nacogdoches,23990196,Property,"THEFT PROP <$2,500 2/MORE PREV CONV",10/13/2021,05/14/2020,7 to 8 Months
04/29/2022,Discharge,J2,M,Black,27,Dallas,23990196,Property,"THEFT PROP <$2,500 2/MORE PREV CONV",11/10/2021,05/15/2021,8 to 9 Months
02/17/2022,Discharge,MH,M,White,38,Montgomery,23990196,Property,"THEFT PROP <$2,500 2/MORE PREV CONV",04/11/2019,01/05/2019,3 Years
03/21/2022,Discharge,J2,M,White,36,Bexar,23990194,Property,"THEFT PROP >=$2,500<$30K",09/02/2021,04/02/2021,8 to 9 Months
01/14/2022,Discharge,J2,M,White,35,Polk,23990194,Property,"THEFT PROP >=$2,500<$30K",07/27/2021,10/04/2019,6 to 7 Months
01/05/2022,Discharge,J2,M,Black,60,Collin,23990196,Property,"THEFT PROP <$2,500 2/MORE PREV CONV",08/12/2021,09/21/2020,6 Months & Less
01/21/2022,Discharge,J4,M,Hispanic,28,Dallas,23990196,Property,"THEFT PROP <$2,500 2/MORE PREV CONV",03/05/2020,01/25/2020,23 to 24 Months & More
08/08/2022,SAFPF - Prob,FT,M,White,50,Johnson,23990194,Property,"THEFT PROP >=$2,500<$30K",,06/06/2018,SAFPF
08/17/2022,Discharge,J2,F,White,35,Montgomery,23990194,Property,"THEFT PROP >=$2,500<$30K",03/01/2022,03/10/2020,7 to 8 Months
02/28/2022,Discharge,J2,M,Hispanic,64,San Patricio,23990196,Property,"THEFT PROP <$2,500 2/MORE PREV CONV",06/01/2021,01/15/2020,11 to 12 Months
03/25/2022,Discharge,J2,M,Hispanic,31,Hidalgo,23990196,Property,"THEFT PROP <$2,500 2/MORE PREV CONV",09/22/2021,07/04/2019,11 to 12 Months
03/07/2022,Parole,G2,M,Hispanic,31,Dallas,23990201,Property,THEFT PROP >=$150K<$300K,10/07/2021,04/23/2021,2 Years & Less
05/09/2022,Parole,MD,M,White,63,Harris,23990013,Property,THEFT PROP>=$200K,08/28/2015,01/14/2011,16 to 20 Years
08/10/2022,Discharge,J2,F,Black,38,Tarrant,23990196,Property,"THEFT PROP <$2,500 2/MORE PREV CONV",03/21/2022,02/12/2022,6 Months & Less
06/20/2022,SAFPF - Prob,FT,M,White,34,Atascosa,23990198,Property,THEFT PROP >=$30K<$150K,,01/26/2020,SAFPF
10/01/2021,Discharge,J2,M,White,32,Tarrant,23990196,Property,"THEFT PROP <$2,500  2/MORE PREV CONV",07/12/2021,03/06/2021,6 Months & Less
09/14/2021,Discharge,J2,M,White,35,Bowie,23990196,Property,"THEFT PROP <$2,500  2/MORE PREV CONV",02/10/2020,11/24/2019,11 to 12 Months
09/24/2021,Discharge,J2,F,White,32,Orange,23990196,Property,"THEFT PROP <$2,500  2/MORE PREV CONV",07/19/2019,05/23/2018,17 to 18 Months
04/22/2022,Discharge,J2,M,Hispanic,37,Bexar,23990196,Property,"THEFT PROP <$2,500 2/MORE PREV CONV",11/17/2021,05/05/2021,8 to 9 Months
04/04/2022,Discharge,J2,M,Black,53,Harris,23990196,Property,"THEFT PROP <$2,500 2/MORE PREV CONV",01/24/2022,07/25/2020,14 to 15 Months
12/13/2021,Discharge,J2,M,Black,35,Harris,23990194,Property,"THEFT PROP >=$2,500<$30K",07/22/2021,06/28/2021,6 to 7 Months
04/28/2022,Discharge,J2,F,White,45,Harris,23990194,Property,"THEFT PROP >=$2,500<$30K",08/10/2021,08/02/2020,17 to 18 Months
03/21/2022,DMS,G2,M,Hispanic,42,Taylor,23990198,Property,THEFT PROP >=$30K<$150K,01/16/2020,08/10/2019,6 Years
07/29/2022,Discharge,J2,M,Hispanic,39,Hidalgo,23990196,Property,"THEFT PROP <$2,500 2/MORE PREV CONV",09/29/2021,07/29/2021,11 to 12 Months
08/23/2022,Parole,OT,M,Hispanic,28,Tarrant,23990198,Property,THEFT PROP >=$30K<$150K,11/05/2019,05/26/2018,6 Years
05/02/2022,Parole,G2,M,Black,31,Harris,23990194,Property,"THEFT PROP >=$2,500<$30K",09/29/2020,11/16/2019,6 Years
11/04/2021,Parole,G1,F,Black,38,Gregg,23990196,Property,"THEFT PROP <$2,500  2/MORE PREV CONV",01/21/2021,02/08/2020,2 Years & Less
08/12/2022,Discharge,J2,M,White,31,Ector,23990196,Property,"THEFT PROP <$2,500 2/MORE PREV CONV",11/03/2021,10/16/2020,13 to 14 Months
12/01/2021,Discharge,J2,M,Black,39,Harris,23990132,Property,THEFT FROM PERSON,10/11/2021,03/08/2021,8 to 9 Months
12/23/2021,Discharge,J2,M,White,36,Tarrant,23990194,Property,"THEFT PROP >=$2,500<$30K",08/06/2021,06/29/2021,6 Months & Less
01/21/2022,Discharge,J2,M,Hispanic,29,Harris,23990132,Property,THEFT FROM PERSON,12/02/2021,07/06/2021,6 Months & Less
11/03/2021,Discharge,J2,M,White,29,Panola,23990004,Property,"THEFT PROP>=$1,500<$20K",12/03/2020,09/09/2013,17 to 18 Months
08/15/2022,SAFPF - Prob,FT,M,Hispanic,35,Dallas,23990196,Property,"THEFT PROP <$2,500 2/MORE PREV CONV",,05/09/2018,SAFPF
03/03/2022,Discharge,J2,M,White,30,Taylor,23990194,Property,"THEFT PROP >=$2,500<$30K",09/30/2021,04/05/2020,9 to 10 Months
01/24/2022,DMS,OT,M,Hispanic,34,Bexar,23990198,Property,THEFT PROP >=$30K<$150K,05/22/2019,08/24/2018,6 Years
04/29/2022,Parole,G1,M,White,35,Hood,23990209,Property,THEFT PROP <$2500 2+ CONV ENH IAT,03/09/2020,10/13/2018,8 Years
11/10/2021,Discharge,J2,M,White,45,Smith,23990196,Property,"THEFT PROP <$2,500  2/MORE PREV CONV",05/24/2021,07/17/2020,14 to 15 Months
10/25/2021,DMS,CP,F,Hispanic,30,El Paso,23990196,Property,"THEFT PROP <$2,500  2/MORE PREV CONV",07/28/2020,11/08/2019,4 Years
02/11/2022,Discharge,J2,M,Black,32,Harris,23990132,Property,THEFT FROM PERSON,10/19/2021,05/27/2021,9 to 10 Months
02/11/2022,Discharge,G4,M,Hispanic,30,Cameron,23990194,Property,"THEFT PROP >=$2,500<$30K",03/06/2019,12/09/2016,3 Years
05/20/2022,Discharge,J2,M,White,32,Montgomery,23990196,Property,"THEFT PROP <$2,500 2/MORE PREV CONV",01/25/2022,12/02/2021,6 Months & Less
04/05/2022,SAFPF - Prob,FT,F,White,41,Jefferson,23990196,Property,"THEFT PROP <$2,500 2/MORE PREV CONV",,01/10/2020,SAFPF
08/05/2022,Discharge,J2,M,White,43,Harris,23990196,Property,"THEFT PROP <$2,500 2/MORE PREV CONV",03/21/2022,09/14/2021,11 to 12 Months
04/21/2022,Discharge,J2,F,Hispanic,32,El Paso,23990196,Property,"THEFT PROP <$2,500 2/MORE PREV CONV",03/10/2021,07/04/2020,23 to 24 Months & More
11/24/2021,Discharge,J2,M,Black,29,Dallas,23990196,Property,"THEFT PROP <$2,500  2/MORE PREV CONV",03/15/2021,11/30/2020,14 to 15 Months
10/22/2021,Discharge,J2,F,White,29,Tarrant,23990194,Property,"THEFT PROP >=$2,500<$30K",08/10/2021,04/06/2021,6 Months & Less
02/04/2022,Discharge,J2,M,Hispanic,31,Harris,23990196,Property,"THEFT PROP <$2,500 2/MORE PREV CONV",10/12/2021,03/18/2020,15 to 16 Months
02/28/2022,SAFPF - Prob,FT,M,Hispanic,29,Crosby,23990194,Property,"THEFT PROP >=$2,500<$30K",,03/10/2018,SAFPF
03/23/2022,Discharge,J2,F,White,32,Brazoria,23990194,Property,"THEFT PROP >=$2,500<$30K",12/15/2021,02/13/2021,11 to 12 Months
04/04/2022,Discharge,J2,M,White,36,Kaufman,23990004,Property,"THEFT PROP>=$1,500<$20K",01/24/2022,09/26/2018,6 to 7 Months
08/05/2022,Parole,G2,M,Hispanic,34,Brazos,23990194,Property,"THEFT PROP >=$2,500<$30K",04/28/2022,10/11/2020,2 Years & Less
01/18/2022,Discharge,J2,M,White,43,Dallas,23990196,Property,"THEFT PROP <$2,500 2/MORE PREV CONV",10/08/2021,06/29/2021,6 Months & Less
02/25/2022,DMS,G2,F,White,33,Tarrant,23160002,Property,THEFT-MAIL =10<30 ADDRESSES,10/14/2020,05/02/2020,2 Years & Less
12/23/2021,Discharge,J2,M,Hispanic,35,Hays,23990196,Property,"THEFT PROP <$2,500 2/MORE PREV CONV",06/14/2021,08/19/2019,8 to 9 Months
10/01/2021,Discharge,J2,M,White,48,Dallas,23990196,Property,"THEFT PROP <$2,500  2/MORE PREV CONV",04/23/2021,10/30/2020,8 to 9 Months
03/08/2022,Discharge,J2,M,White,29,Dallas,23990197,Property,THEFT OF MATERIAL ALUM/BRNZ/COPPER/BRASS <$20K,11/02/2021,11/20/2019,6 to 7 Months
01/19/2022,Parole,G2,M,Black,33,Galveston,23990194,Property,"THEFT PROP >=$2,500<$30K",05/25/2021,05/09/2020,2 Years & Less
03/04/2022,Discharge,J2,M,Hispanic,31,Cameron,23990196,Property,"THEFT PROP <$2,500 2/MORE PREV CONV",03/18/2021,06/04/2020,19 to 20 Months
10/12/2021,Parole,IT,M,White,31,Midland,23990194,Property,"THEFT PROP >=$2,500<$30K",08/31/2020,06/17/2020,5 Years
